"","...1","Disease","Enrichment.biomarker","Biomarker.relationship","Biomarker.logical.conditions","Marker.type","Drug","Targets","Study.Phase..comparator.","Clinical.State.and.treatment.setting","Primary.End.Point","clinicaltrials.gov.reference","Raw.Text","annotator","STATUS","validator","URL","drug_drugbank_standard","drug_pubchem","biomarker_ensembl_standard","diseases_EFO_MONDO_standard","biomarker_term","QC"
"88",88,"METASTATIC BREAST CANCER","ERBB2, ESR1, PGR","Positive, Positive, Positive","AND, AND/OR","Protein Expression/Protein Expression & Amplification, Protein Expression, Protein Expression","PYROTINIB, SHR6390, LETROZOLE","UNK, UNK, UNK","II","Advanced, Second Line","Objective Overall Response Rate (ORR)","NCT04095390","Prior treatment with trastuzumab required. Patients cannot have had Tyrosine kinase inhibitors targeting HER2 (Neratinib, Lapatinib, pyrotinib, etc.) have been used or are being used in the past.","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04095390","DB14993,NA,DB01006","51039030, NA, 3902","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION/PROTEIN EXPRESSION & AMPLIFICATION POSITIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"89",89,"METASTATIC BREAST CANCER","ERBB2, ESR1, PGR","Positive, Negative, Negative","AND, AND","Protein Expression/Protein expression & Amplification, Protein Expression, Protein Expression","PYROTINIB, SHR6390, CAPECITABINE","UNK, UNK, UNK","II","Advanced, Second Line","Objective Overall Response Rate (ORR)","NCT04095390","Prior treatment with trastuzumab required. Patients cannot have had Tyrosine kinase inhibitors targeting HER2 (Neratinib, Lapatinib, pyrotinib, etc.) have been used or are being used in the past. Two separate drug combinations, Pyrotinib, SHR6390, Capecitabine and Pyrotinib, SHR6390","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04095390","DB14993,NA,DB01101","51039030, NA, 60953","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION/PROTEIN EXPRESSION & AMPLIFICATION POSITIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"90",90,"METASTATIC  BREAST CANCER","NA","NA","NA","NA","PMD-026","RSK1/RSK2/RSK3/RSK4","I","Advanced, Second Line","Incidence of Treatment-Emergent Adverse Events (Safety and Tolerability), Maximum tolerated dose (MTD) of PMD-026, Recommended Phase 2 Dose (RP2D) of PMD-026, Efficacy in Patients","NCT04115306","Metastatic breast cancer that has progressed on or after the standard of care therapy and for which no standard of care therapy is available","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04115306","NA","NA","ENSG00000183023","EFO_1000984","NA NA NA","failed drug"
"91",91,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein Expression, Protein Expression","PMD-026","RSK1/RSK2/RSK3/RSK4","I","Advanced, Second Line","Incidence of Treatment-Emergent Adverse Events (Safety and Tolerability), Maximum tolerated dose (MTD) of PMD-026, Recommended Phase 2 Dose (RP2D) of PMD-026, Efficacy in Patients","NCT04115306","Metastatic breast cancer that has progressed on or after the standard of care therapy and for which no standard of care therapy is available","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04115306","NA","NA","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","failed drug"
"92",92,"LOCALLY ADVANCED OR METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR, PDL1, BRCA1, BRCA2","Negative, Negative, Negative, Negative, Negative, Negative","AND, AND, AND, AND, AND","Protein Expression, Protein Expression, Protein Expression, Protein Expression, Mutation, Mutation","ATEZOLIZUMAB, IPATASERTIB, PACLITAXEL","UNK, UNK, UNK","III","Advanced, First Line","Investigator-assessed Progression Free Survival (PFS), Overall Survival (OS)","NCT04177108","NA","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04177108","DB11595,DB11743,DB01229","NA, 24788740, 36314","ENSG00000141736, ENSG00000091831, ENSG00000082175, ENSG00000120217, ENSG00000012048, ENSG00000139618","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND PDL1 PROTEIN EXPRESSION NEGATIVE AND BRCA1 MUTATION NEGATIVE AND BRCA2 MUTATION NEGATIVE","pass"
"93",93,"LOCALLY ADVANCED OR METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR, PDL1, BRCA1, BRCA2","Negative, Negative, Negative, Positive, Negative, Negative","AND, AND, AND, AND, AND","Protein Expression, Protein Expression, Protein Expression, Protein Expression, Mutation, Mutation","ATEZOLIZUMAB, IPATASERTIB, PACLITAXEL","UNK, UNK, UNK","III","Advanced, First Line","Investigator-assessed Progression Free Survival (PFS), Overall Survival (OS)","NCT04177108","NA","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04177108","DB11595,DB11743,DB01229","NA, 24788740, 36314","ENSG00000141736, ENSG00000091831, ENSG00000082175, ENSG00000120217, ENSG00000012048, ENSG00000139618","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND PDL1 PROTEIN EXPRESSION POSITIVE AND BRCA1 MUTATION NEGATIVE AND BRCA2 MUTATION NEGATIVE","pass"
"94",94,"BREAST CANCER","ERBB2, ESR1","Negative, Positive","AND","Protein Expression, Protein Expression","NIVOLUMAB, ABEMACICLIB, ANASTROZOLE, PALBOCICLIB","UNK, UNK, UNK, UNK, UNK","II","First Line","Dose Limiting Toxicity, Residual Cancer Burden RCB","NCT04075604","Trial has numerous drug combination experimental arms","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04075604","DB09035,DB12001,DB01217,DB09073","NA, 46220502, 2187, 11478676","ENSG00000141736, ENSG00000091831","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE","pass"
"95",95,"RESECTABLE PRIMARY TRIPLE NEGATIVE BREAST CANCER (STAGE I-III)","ERBB2, ESR1, PGR, Ki67","Negative, Negative, Negative, Positive","AND, AND, AND","Protein Expression, Protein Expression, Protein Expression, Protein Expression","NIVOLUMAB, DOXORUBICIN","UNK, UNK","II","First Line","Immune activation after pre-operative nivolumab","NCT03815890","Testing Nivolumab as a monotherapy and in combination with doxorubicin","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03815890","DB09035,DB00997","NA, 443939","ENSG00000141736, ENSG00000091831, ENSG00000082175, ENSG00000148773","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND KI67 PROTEIN EXPRESSION POSITIVE","pass"
"96",96,"RESECTABLE PRIMARY BREAST CANCER (STAGE I-III)","ERBB2, ESR1, PGR, Ki67","Negative, Positive, Negative, Positve","AND, AND, AND","Protein Expression, Protein Expression, Protein Expression, Protein Expression","NIVOLUMAB, DOXORUBICIN","UNK, UNK","II","First Line","Immune activation after pre-operative nivolumab","NCT03815890","Testing Nivolumab as a monotherapy and in combination with doxorubicin","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03815890","DB09035,DB00997","NA, 443939","ENSG00000141736, ENSG00000091831, ENSG00000082175, ENSG00000148773","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND KI67 PROTEIN EXPRESSION POSITVE","pass"
"97",97,"INFLAMMATORY TRIPLE NEGATIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein Expression, Protein Expression","NIVOLUMAB, PACLITAXEL, DOXORUBICIN, CYCLOPHOSPHAMIDE","UNK, UNK, UNK, UNK","II","First Line","Change in pathological complete response (pCR)","NCT03742986","Must have Newly diagnosed inflammatory breast cancer without distant metastases and have not received prior chemotherapy or immunotherapy.","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03742986","DB09035,DB01229,DB00997,DB00531","NA, 36314, 443939, 2907","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"98",98,"INFLAMMATORY BREAST CANCER","ERBB2, ESR1, PGR","Positive, Positive/Negative, Positive/Negative","AND, AND/OR","Protein Expression, Protein Expression, Protein Expression","NIVOLUMAB, PACLITAXEL, DOXORUBICIN, CYCLOPHOSPHAMIDE, TRASTUZUMAB, PERTUZUMAB","UNK, UNK, UNK, UNK, UNK, UNK","II","First Line","Change in pathological complete response (pCR)","NCT03742986","Must have Newly diagnosed inflammatory breast cancer without distant metastases and have not received prior chemotherapy or immunotherapy.","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03742986","DB09035,DB01229,DB00997,DB00531,DB00072,DB06366","NA, 36314, 443939, 2907, 3001322, NA","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION POSITIVE AND ESR1 PROTEIN EXPRESSION POSITIVE/NEGATIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE/NEGATIVE","pass"
"99",99,"INFLAMMATORY BREAST CANCER","ERBB2, ESR1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein Expression, Protein Expression","NIVOLUMAB, PACLITAXEL, DOXORUBICIN, CYCLOPHOSPHAMIDE","UNK, UNK, UNK, UNK","II","First Line","Change in pathological complete response (pCR)","NCT03742986","Must have Newly diagnosed inflammatory breast cancer without distant metastases and have not received prior chemotherapy or immunotherapy.","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03742986","DB09035,DB01229,DB00997,DB00531","NA, 36314, 443939, 2907","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"100",100,"LOCALLY ADVANCED BREAST CANCER (II-III)","ERBB2, ESR1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein Expression, Protein Expression","ABEMACICLIB, DURVALUMAB, AROMATASE INHIBITOR","UNK, UNK, aromatase","I","Advanced, First Line","Number of participants with treatment-related adverse events as assessed by CTCAE v5.0","NCT04088032","one of three aromatase inhibitors: exemestane, anastrozole, or letrozole","ALV","NA","NA","https://ClinicalTrials.gov/show/NCT04088032","DB12001,DB11714,NA","46220502, NA, NA","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"101",101,"TRIPLE NEGATIVE INVASIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein Expression, Protein Expression","PACLITAXEL, CARBOPLATIN, CYCLOPHOSPHAMIDE","UNK, UNK, UNK","I","Advanced, First Line","Toxicity and receipt of planned therapy (feasibility)","NCT03858322","Testing different drug combinations with Paclitaxel. Patients must be aged 70 years and older.","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03858322","DB01229,DB00958,DB00531","36314, 56840877, 2907","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"102",102,"INVASIVE BREAST CANCER","ERBB2, ESR1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein Expression, Protein Expression","PACLITAXEL, CARBOPLATIN, CYCLOPHOSPHAMIDE","UNK, UNK, UNK","I","Advanced, First Line","Toxicity and receipt of planned therapy (feasibility)","NCT03858322","Testing different drug combinations with Paclitaxel. Patients must be aged 70 years and older.","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03858322","DB01229,DB00958,DB00531","36314, 56840877, 2907","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_1000307","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"103",103,"VISCERAL METASTATIC BREAST CANCER","ERBB2, ESR1","Negative, Positive","AND","Protein Expression, Protein Expression","RIBOCICLIB, ENDOCRINE THERAPY","UNK, UNK","III","Advanced First Line","Quality of life-adjusted early disease control , Quality of life-adjusted early disease control","NCT03905343","Specific endocrine therapy is decided upon by the investigator. Active comparator is mono-chemotherapy and endocrine therapy following. Measurable visceral disease according to RECIST v1.1. Visceral disease in liver and/or lung. Peritoneal and/or pleural metastases only are accepted, with the condition to be measurable","ALV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03905343","DB11730,NA","44631912, NA","ENSG00000141736, ENSG00000091831","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ESR1 PROTEIN EXPRESSION POSITIVE","pass"
"104",104,"METASTATIC BREAST CANCER, BREAST CANCER","ESR1, PGR, ERBB2","Positve/negative, positive/negative, negative","OR, AND","protein expression, protein expression, protein expression","ENTINOSTAT, CAPECITABINE","HDAC, DNA/RNA/Protein Synthesis","I","Advanced, Second line","Identification of a maximum tolerated dose, Frequency of adverse events, Severity","NCT03473639","Stage IV UNK, I-III second line, http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20140378420.PGNR.&OS=DN/20140378420&RS=DN/20140378420 (Etinostat breast cancer target source) found the other drugs use on pubchem capecitabine is a pro-drug","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03473639","DB11841,DB01101","4261, 60953","ENSG00000091831, ENSG00000082175, ENSG00000141736","MONDO_0007254","ESR1 PROTEIN EXPRESSION POSITVE/NEGATIVE OR PGR PROTEIN EXPRESSION POSITIVE/NEGATIVE AND ERBB2 PROTEIN EXPRESSION NEGATIVE","pass"
"105",105,"METASTATIC TRIPLE-NEGATIVE BREAST CANCER","ESR1, PGR, ERBB2","Negative, negative, negative","AND, AND","protein expression, protein expression, protein expression","TALAZOPARIB, SACITUZUMAB GOVITECAN","PARP, Topoisomerase I-DNA covalent complexes","I, II","Advanced, Second line","Dose Limiting Toxicity","NCT04039230","Sacituzumab Govitecan target was found on pubchem","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT04039230","DB11760,DB12893","135565082, 91668186","ENSG00000091831, ENSG00000082175, ENSG00000141736","MONDO_0007254","ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND ERBB2 PROTEIN EXPRESSION NEGATIVE","pass"
"106",106,"ERBB2-POSITIVE BREAST CANCER BRAIN METASTASES","ERBB2","Positve","NA","protein expression & amplification","TRASTUZUMAB, GDC-0084","ERBB2, PI3-Kinase","II","Advanced, First line&Second line","Overall Response Rate in the CNS, To evaluate the correlation between inhibition of p-4EBP1 in resected brain tumor tissue and intracranial response in the corresponding patient-derived xenograft (PDX) models of BCBM","NCT03765983","All about CNS metastasis, could be first or second line, it did not specifiy","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03765983","DB00072,DB15186","3001322, 57384863","ENSG00000141736","MONDO_0007254","ERBB2 PROTEIN EXPRESSION & AMPLIFICATION POSITVE","pass"
"107",107,"BREAST CANCER (STAGE I-III)","ESR1, ERBB2","Positve, negative","AND","protein expression, protein expression","ASPIRIN, TAMOXIFEN, DOXORUBICIN, CYCLOPHOSPHAMIDE, PACLITAXEL","COX, Estrogen Receptors, DNA/DNA-topoisomerase II complex, DNA, Bcl2","II","Non-advanced and advanced, First line","Pathologic complete response (pCR) rate, Adverse Events","NCT04038489","NA","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT04038489","DB00945,DB00675,DB00997,DB00531,DB01229","2244, 2733526, 443939, 2907, 36314","ENSG00000091831, ENSG00000141736","MONDO_0007254","ESR1 PROTEIN EXPRESSION POSITVE AND ERBB2 PROTEIN EXPRESSION NEGATIVE","pass"
"108",108,"PRIMARY INVASIVE BREAST CANCER AND CLINICAL STAGE I - III, FIRST OPTION Ⅳ","ERBB2, ESR1, PGR","Positive/Negative, Negative, Negative","AND, AND","protein expression, protein expression, protein expression","NAB-PACLITAXEL","Bcl2/GP60","II","Advanced, First line&Second line","the Pathological complete remission(pCR), Disease-free survival (DFS)","NCT03959397","Seems to be first line, but only excludes those whom have had ""Participation in any trial drug treatment or another interventional clinical trial 30 days before screening period.","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03959397","NA","36314","ENSG00000141736, ENSG00000091831, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION POSITIVE/NEGATIVE AND ESR1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"109",109,"METASTATIC BREAST CANCER","ERBB2, ER, PGR","Negative, negative/positive, negative/positive","AND/OR, AND/OR","protein expression, protein expression, protein expression","NIVOLUMAB, IPILIMUMAB","PD1, CTLA4","II","Advanced, Second Line","Overall Response Rate of nivolumab in combination with ipilimumab","NCT03789110","ER/PR positive paitents must have had progression after HR treatment","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03789110","DB09035,DB06186","NA, NA","ENSG00000141736, ENSG00000091831, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND/OR ER PROTEIN EXPRESSION NEGATIVE/POSITIVE AND/OR PGR PROTEIN EXPRESSION NEGATIVE/POSITIVE","pass"
